SPBP4H10.15	ACO2(C)
SPCC4F11.03c	NONE
SPCC4F11.04c	NONE
SPCC4F11.05	NONE
SPCC4G3.02	FHIT
SPCC4G3.03	NONE
SPCC4G3.04c	COQ5
SPCC4G3.05c	MUS81
SPCC4G3.06c	MRPL47
SPCC4G3.07c	MTF2|PHF1|PHF19
SPCC4G3.08	RPS6KA1|RPS6KA2|RPS6KA3|RPS6KA6|RPS6KB2
SPCC4G3.09c	GRTP1
SPCC4G3.10c	XPC
SPCC4G3.11	NONE
SPCC4G3.12c	ARK2C
SPCC4G3.13c	AUP1
SPCC4G3.14	DNAJA3
SPCC4G3.15c	CNOT2
SPCC4G3.16	NONE
SPCC4G3.17	HDDC2
SPCC4G3.18	PELP1
SPCC4G3.19	TUBGCP6
SPCC4G3.20	NONE
SPCC548.03c	NONE
SPCC548.04	URM1
SPCC548.05c	NONE
SPCC548.06c	NONE
SPCC548.07c	NONE
SPCC550.01c	COA4
SPCC550.02c	RBM22
SPCC550.03c	SKIC2
SPCC550.04c	PIGC
SPCC550.05	NSMCE1
SPCC550.06c	HSPE1
SPCC550.07	FAAH
SPCC550.08	NONE
SPCC550.09	NONE
SPCC550.10	NONE
SPCC550.11	IPO7|IPO8
SPCC550.12	ACTR6
SPCC550.13	DBF4|DBF4B
SPCC550.14	HDLBP
SPCC550.15c	ZNF622
SPCC553.01c	ZGRF1
SPCC553.02	NADSYN1
SPCC553.03	PEX1
SPCC553.04	PPWD1
SPCC553.06	RPN2
SPCC553.07c	POLK
SPCC553.08c	EFL1
SPCC553.09c	POLA2
SPCC553.10	NONE
SPCC553.11c	GTF2A2
SPCC553.12c	NONE
SPCC569.01c	NONE
SPCC569.02c	NONE
SPCC569.03	NONE
SPCC569.04	NONE
SPCC569.05c	SV2A|SV2B|SV2C
SPCC569.06	NONE
SPCC569.07	AADAT
SPCC569.09	NONE
SPCC576.01c	NONE
SPCC576.02	NONE
SPCC576.03c	PRDX1|PRDX2
SPCC576.04	TMBIM4
SPCC576.05	MCM3AP|SAC3D1
SPCC576.06c	YARS2
SPCC576.07	COPZ1|COPZ2
SPCC576.08c	RPS2
SPCC576.09	RPS20
SPCC576.10c	PSMC4
SPCC576.11	RPL15
SPCC576.12c	CENPX
SPCC576.13	CFDP1
SPCC576.14	DPH5
SPCC576.15c	PDPK1
SPCC576.17c	NONE
SPCC576.19c	NONE
SPCC584.01c	NONE
SPCC584.02	NONE
SPCC584.03c	NONE
SPCC584.04	GSPT1|GSPT2
SPCC584.05	STXBP1|STXBP2|STXBP3
SPCC584.11c	NONE
SPCC584.12	NONE
SPCC584.13	NONE
SPCC584.14	ATXN10
SPCC584.15c	ARRDC1|ARRDC2|ARRDC3|ARRDC4|TXNIP
SPCC584.16c	NONE
SPCC594.01	NONE
SPCC594.02c	NONE
SPCC594.03	NONE
SPCC594.04c	NONE
SPCC594.05c	CXXC1
SPCC594.06c	STX8
SPCC594.07c	NONE
SPCC5E4.03c	TAF5
SPCC5E4.04	ESPL1
SPCC5E4.05c	MGLL
SPCC5E4.06	SMC6
SPCC5E4.07	RPL27A
SPCC5E4.10c	LENG1
SPCC61.01c	NONE
SPCC61.02	SUPT3H
SPCC61.03	NAXD
SPCC61.04c	YIPF5|YIPF7
SPCC61.05	NONE
SPCC613.01	NONE
SPCC613.02	NONE
SPCC613.03	NUCB1|NUCB2
SPCC613.04c	UNC45A|UNC45B
SPCC613.05c	RPL35
SPCC613.06	RPL9
SPCC613.07	ZNHIT6
SPCC613.08	BCCIP
SPCC613.09	TSEN54
SPCC613.10	UQCRC2
SPCC613.11c	NONE
SPCC613.12c	NONE
SPCC622.01c	NONE
SPCC622.02	NONE
SPCC622.03c	NONE
SPCC622.04	NONE
SPCC622.06c	NONE
SPCC622.07	NONE
SPCC622.08c	H2AB1|H2AB2|H2AB3|H2AC1|H2AC11|H2AC12|H2AC13|H2AC14|H2AC15|H2AC16|H2AC17|H2AC21|H2AC25|H2AC4|H2AC6|H2AC8|H2AJ|H2AX
SPCC622.09	H2BC1|H2BC11|H2BC12|H2BC13|H2BC14|H2BC17|H2BC3|H2BC5|H2BC6|H2BC7|H2BC9
SPCC622.10c	EXOC2
SPCC622.11	LMBRD2
SPCC622.12c	GLUD1|GLUD2
SPCC622.13c	TTI1
SPCC622.14	ARFGAP1
SPCC622.15c	NONE
SPCC622.16c	KDM2A|KDM2B|KDM7A|PHF2|PHF8
SPCC622.17	NONE
SPCC622.18	RPL6
SPCC622.19	JMJD7
SPCC63.02c	NONE
SPCC63.03	DNAJC11
SPCC63.04	NONE
SPCC63.05	IGBP1
SPCC63.06	WDR89
SPCC63.07	THG1L
SPCC63.08c	ULK1|ULK2|ULK3
SPCC63.10c	DOLK
SPCC63.11	DDX23
SPCC63.12c	PSMB1
SPCC63.13	DNAJB6|DNAJB7|DNAJB8
SPCC63.14	NONE
SPCC645.02	NONE
SPCC645.03c	ISCA1
SPCC645.04	NSMCE3
SPCC645.05c	MYH1|MYH10|MYH11|MYH13|MYH14|MYH15|MYH2|MYH3|MYH4|MYH6|MYH7|MYH7B|MYH8|MYH9
SPCC645.06c	NONE
SPCC645.07	ARHGEF3|NET1
SPCC645.08c	SND1
SPCC645.09	MRPL54
SPCC645.10	TRNT1
SPCC645.11c	NONE
SPCC645.12c	NONE
SPCC645.13	PHF3
SPCC645.14c	STIP1
SPCC663.01c	PPP6R1|PPP6R2|PPP6R3
SPCC663.02	NONE
SPCC663.03	ABCB1|ABCB11|ABCB4
SPCC663.04	RPL39|RPL39L
SPCC663.05c	ASF1A|ASF1B
SPCC663.06c	NONE
SPCC663.08c	NONE
SPCC663.09c	NONE
SPCC663.10	TRMT44
SPCC663.11	WBP11
SPCC663.12	NONE
SPCC663.13c	NAA50
SPCC663.14c	NONE
SPCC663.15c	NONE
SPCC663.17	NONE
SPCC663.18	SCOC
SPCC70.02c	ATP5IF1
SPCC70.03c	PRODH|PRODH2
SPCC70.04c	NONE
SPCC70.05c	NONE
SPCC70.06	MCM3AP|SAC3D1
SPCC70.07c	DTYMK
SPCC70.08c	NONE
SPCC70.09c	NONE
SPCC70.10	NONE
SPCC70.12c	NONE
SPCC736.02	NONE
SPCC736.03c	FARS2
SPCC736.04c	NONE
SPCC736.05	NONE
SPCC736.06	DARS2
SPCC736.07c	URI1
SPCC736.08	RBPJ|RBPJL
SPCC736.09c	TSNAX
SPCC736.10c	NONE
SPCC736.11	PIWIL1|PIWIL2|PIWIL3|PIWIL4
SPCC736.12c	YTHDC1
SPCC736.13	RDH11|RDH12|RDH13
SPCC736.14	CKAP5
SPCC736.15	NONE
SPCC737.02c	UQCRB
SPCC737.03c	TMEM201
SPCC737.04	NONE
SPCC737.05	NONE
SPCC737.06c	GCLM
SPCC737.07c	IGHMBP2
SPCC737.08	MDN1
SPCC737.09c	ABCB6
SPCC74.01	SCFD1
SPCC74.02c	PPP1R10
SPCC74.03c	PRKAA1|PRKAA2
SPCC74.04	NONE
SPCC74.05	RPL27
SPCC74.06	NONE
SPCC74.09	NONE
SPCC757.02c	NONE
SPCC757.03c	NONE
SPCC757.04	NONE
SPCC757.05c	NONE
SPCC757.06	NONE
SPCC757.07c	CAT
SPCC757.08	EXOSC9
SPCC757.09c	HNRNPK|PCBP1|PCBP2|PCBP3|PCBP4
SPCC757.10	VMA12
SPCC757.11c	NONE
SPCC757.12	NONE
SPCC757.13	SLC17A1|SLC17A2|SLC17A3|SLC17A4|SLC17A5|SLC17A6|SLC17A7|SLC17A8
SPCC757.15	COX14
SPCC777.02	NONE
SPCC777.03c	NONE
SPCC777.04	SLC7A1|SLC7A14|SLC7A2|SLC7A3|SLC7A4
SPCC777.05	RRAGC|RRAGD
SPCC777.06c	NONE
SPCC777.07	NONE
SPCC777.08c	PRR5|PRR5L
SPCC777.09c	NONE
SPCC777.10c	UBE2M
SPCC777.11	GATC
SPCC777.12c	TMX1|TMX4
SPCC777.13	VPS35
SPCC777.14	PRP4K
SPCC777.15	DUS4L
SPCC777.17c	MRPL9
SPCC790.02	VPS18
SPCC790.03	NONE
SPCC794.01c	H6PD
SPCC794.02	NONE
SPCC794.03	NONE
SPCC794.04c	NONE
SPCC794.06	NONE
SPCC794.07	DLAT
SPCC794.08	EFR3A|EFR3B
SPCC794.09c	EEF1A1|EEF1A2
SPCC794.10	UGP2
SPCC794.11c	CLINT1
SPCC794.12c	ME1|ME2|ME3
SPCC794.15	NONE
SPCC794.16	NONE
SPCC825.01	ABCF1
SPCC825.02	PRKCSH
SPCC825.03c	STX11|STX19|STX1A|STX1B|STX2|STX4
SPCC825.04c	NAA40
SPCC825.05c	SRRM1
SPCC830.03	NOL9
SPCC830.04c	NONE
SPCC830.05c	EPC1|EPC2
SPCC830.06	PPP3R1|PPP3R2
SPCC830.07c	DNAJB1|DNAJB13|DNAJB4|DNAJB5
SPCC830.08c	REEP5|REEP6
SPCC830.09c	POP5
SPCC830.10	ITPA
SPCC830.11c	AK6
SPCC895.03c	YRDC
SPCC895.04c	STX18
SPCC895.05	DIAPH2|DIAPH3
SPCC895.06	ELP2
SPCC895.07	CKAP5
SPCC895.08c	NONE
SPCC895.09c	DHX57
SPCC962.01	ESYT1|ESYT2|ESYT3
SPCC962.02c	BIRC2|BIRC3
SPCC962.03c	KPNA1|KPNA5|KPNA6
SPCC962.04	RPS12
SPCC962.05	ASTE1
SPCC962.06c	SF1
SPCC965.03	ATP6V1D
SPCC965.04c	YME1L1
SPCC965.05c	TDG
SPCC965.06	KCNAB1|KCNAB2|KCNAB3
SPCC965.07c	GSTT1|GSTT2
SPCC965.08c	NONE
SPCC965.09	NIT2
SPCC965.10	NONE
SPCC965.11c	SLC7A1|SLC7A14|SLC7A2|SLC7A3|SLC7A4
SPCC965.12	DPEP1|DPEP2|DPEP3
SPCC965.13	NONE
SPCC965.14c	NONE
SPCC970.01	ERCC4
SPCC970.02	NONE
SPCC970.03	CYB5R1|CYB5R2|CYB5R3
SPCC970.04c	MOB1A|MOB3A|MOB3B|MOB3C
SPCC970.05	RPL36
SPCC970.06	SURF4
SPCC970.07c	DNMT1
SPCC970.08	IP6K1|IP6K2|IP6K3
SPCC970.09	EXOC4
SPCC970.10c	RNF20|RNF40
SPCC970.11c	NONE
SPCC970.12	MIS18A|OIP5
SPCP1E11.02	AAK1|BMP2K
SPCP1E11.03	NONE
SPCP1E11.04c	NONE
SPCP1E11.05c	DGAT1
SPCP1E11.06	AP1G1|AP1G2
SPCP1E11.07c	CCDC12
SPCP1E11.08	NSA2
SPCP1E11.09c	RPLP1
SPCP1E11.10	PPP1R16A
SPCP1E11.11	PUM3
SPCP20C8.01c	NONE
SPCP20C8.02c	NONE
SPCP20C8.04	NONE
SPCP25A2.02c	ERCC6
SPCP25A2.03	THOC1
SPCP31B10.02	OXLD1
SPCP31B10.03c	MED31
SPCP31B10.04	NONE
SPCP31B10.05	TDP1
SPCP31B10.06	ESYT1|ESYT2|ESYT3
SPCP31B10.07	EEF2
SPCP31B10.08c	RPL35A
SPCPB16A4.02c	PLEK|PLEK2
SPCPB16A4.03c	ATIC
SPCPB16A4.04c	METTL1
SPCPB16A4.05c	NONE
SPCPB16A4.06c	NONE
SPCPB16A4.07	NONE
SPCPB1C11.01	NONE
SPCPB1C11.02	SLC7A1|SLC7A14|SLC7A2|SLC7A3|SLC7A4
SPCPB1C11.03	SLC17A1|SLC17A2|SLC17A3|SLC17A4|SLC17A5|SLC17A6|SLC17A7|SLC17A8
SPCPJ732.01	SNX1|SNX2
SPCPJ732.02c	XYLB
SPCPJ732.03	NONE
SPMIT.01	MT-CO1
SPMIT.02	NONE
SPMIT.03	NONE
SPMIT.04	MT-CO3
SPMIT.05	MT-CYB
SPMIT.06	NONE
SPMIT.07	MT-ATP6
SPMIT.08	MRPS24
SPMIT.09	MT-ATP8
SPMIT.10	ATP5MC1|ATP5MC2|ATP5MC3
SPMIT.11	MT-CO2
SPMTR.01	NONE
SPMTR.02	NONE
